Course,University,Colombo,Gampaha,Kalutara,Matale,Kandy,Nuwara Eliya,Galle,Matara,Hambantota,Jaffna,Kilinochchi,Mannar,Mullaitivu,Vavuniya,Trincomalee,Batticaloa,Ampara,Puttalam,Kurunegala,Anuradhapura,Polonnaruwa,Badulla,Monaragala,Kegalle,Ratnapura
Engineering Technology (Et),University of Jaffna,1.1695,1.1565,1.1282,1.2615,1.036,0.904,1.2466,1.4037,1.1449,0.8447,0.4042,0.1165,0.396,0.5348,0.6635,1.1753,1.0226,0.8745,1.2254,1.1422,0.8939,1.0876,1.2418,1.2788,1.1059
Engineering Technology (Et),University of Ruhuna,1.3333,1.3469,1.342,,1.3516,1.38,1.3454,1.3435,1.3694,,,,,,1.5168,1.3327,1.3333,1.3342,1.3378,1.366,1.6716,1.3589,1.3507,1.3494,1.3927
Engineering Technology (Et),Rajarata University of Sri Lanka,1.1391,1.1502,1.2124,1.2543,1.0656,1.0572,1.4678,,1.0654,1.0702,,,,,1.1676,1.2205,1.089,1.0454,1.2081,1.1213,1.0591,1.088,1.1078,1.2346,1.104
Engineering Technology (Et),Sabaragamuwa University of Sri Lanka,1.1363,1.1888,1.1598,1.2292,1.196,1.1363,1.2601,1.3584,1.1473,,,,,,,1.2581,1.1507,1.2712,1.1922,1.1941,1.2345,1.2654,1.2316,1.2331,1.1521
Engineering Technology (Et),Wayamba University of Sri Lanka,1.2979,1.3047,1.3256,1.3088,1.3622,1.3396,1.316,1.4654,1.3102,1.3382,,1.6335,,,1.4186,1.3536,1.315,1.2986,1.2991,1.3068,1.5358,1.3324,1.4582,1.3058,1.3299
Engineering Technology (Et),Uva Wellassa University of Sri Lanka,1.1294,1.1579,1.1095,1.3681,1.0182,0.9859,1.2389,1.3657,1.0625,1.0037,,,,,1.2418,1.1729,1.0022,1.1527,1.2204,1.145,0.981,1.1471,1.1492,1.2532,1.0976
Biosystems Technology (Bst),University of Colombo,1.7455,1.7766,1.7734,1.8145,1.7642,1.7794,1.7683,1.7451,1.8127,1.8824,,2.0026,1.8202,1.8801,1.812,1.9746,1.8154,1.8735,1.7464,1.7476,1.759,1.7746,1.7725,1.7777,1.7546
Biosystems Technology (Bst),University of Sri Jayewardenepura,2.0424,2.0801,2.0743,2.332,2.0387,,2.2984,2.0622,2.721,2.4962,,2.2382,2.4327,,2.2416,2.0834,2.0771,2.0341,2.0645,2.1266,,2.0743,2.1224,2.0288,2.0502
Biosystems Technology (Bst),University of Jaffna,0.9139,0.9045,1.0474,1.2019,1.2227,1.0157,1.1252,1.1649,1.0684,0.8937,,1.0279,1.6219,0.9427,1.0335,0.938,1.3434,0.9035,1.131,1.0637,0.9616,1.1743,1.0982,,1.0091
Biosystems Technology (Bst),University of Ruhuna,1.5056,1.6869,1.5699,1.5243,1.5363,1.5091,1.5758,1.5343,1.5457,,,,,1.5527,1.6166,,1.5053,1.6921,1.5977,1.5307,1.5371,1.5552,1.5036,1.5082,1.5122
Biosystems Technology (Bst),"Eastern University, Sri Lanka",0.6223,0.7256,1.0479,1.1156,,,1.0816,1.1884,1.0808,0.6572,0.7383,0.8626,0.7663,0.6321,1.3691,0.8899,1.192,0.6505,1.1965,1.0814,0.5486,1.1999,,,1.0823
Biosystems Technology (Bst),South Eastern University of Sri Lanka,0.683,0.7327,1.0351,,,0.9856,1.0795,1.179,1.0748,0.6664,0.6756,,,,1.121,0.8971,1.1828,0.6612,1.1549,1.1156,0.6846,1.1798,1.1288,1.4228,1.0254
Biosystems Technology (Bst),Rajarata University of Sri Lanka,1.2141,1.2185,1.212,1.2531,1.2239,1.2177,1.2098,1.2277,,,,1.4098,,,1.2436,1.2234,1.2197,1.2212,1.2134,1.2144,,1.2127,1.2655,1.2797,1.2109
Biosystems Technology (Bst),Sabaragamuwa University of Sri Lanka,1.296,1.2891,1.2939,1.3749,1.2949,1.4518,1.3053,1.3146,1.2865,,,,1.4336,,1.4051,,,1.4156,1.3284,1.2886,1.3281,1.2992,1.2868,1.3317,1.3217
Biosystems Technology (Bst),Wayamba University of Sri Lanka,1.4581,1.4721,1.4768,1.4526,1.4538,1.4883,1.4533,1.476,1.4778,1.6386,,1.5452,,,1.7163,,,1.4719,1.4574,1.4534,1.5489,1.4725,1.4619,1.4656,1.4604
Biosystems Technology (Bst),Uva Wellassa University of Sri Lanka,1.231,1.2353,1.2738,1.2407,1.2318,1.249,1.2237,1.2399,1.277,1.271,,,1.4586,1.2534,1.4357,1.6463,1.2235,1.2425,1.2842,1.2584,1.2844,1.2223,1.2628,1.2792,1.2412
Information Communication Technology,University of Colombo,1.9701,1.903,1.9907,,1.9801,,1.9362,1.8953,1.9073,1.9521,,,,,2.5906,,1.9064,1.917,1.9589,2.0227,,1.902,,1.9791,1.9355
Information Communication Technology,University of Sri Jayewardenepura,2.0846,2.0104,2.0297,2.1748,2.0142,,2.0721,2.0056,2.0066,2.0056,,,,1.9969,2.1911,2.015,2.0346,,2.0254,2.0586,,2.2562,2.0504,2.0487,2.0094
Information Communication Technology,University of Kelaniya,1.7704,1.7685,1.7439,1.797,1.7482,1.8251,1.7916,1.7527,1.7589,1.7702,,,,,1.8047,1.78,1.7608,1.7473,1.7478,1.7916,1.8051,1.7588,1.7786,1.7642,1.7623
Information Communication Technology,University of Ruhuna,1.5946,1.5945,1.5849,1.6401,1.6413,1.61,1.5902,1.582,1.608,1.6519,,1.6094,,,,1.6283,1.6056,1.7381,1.6022,1.6077,,1.6032,1.6475,1.5762,1.5907
Information Communication Technology,South Eastern University of Sri Lanka,1.0948,1.0996,1.1025,,1.1425,1.1203,1.1945,,1.1724,1.1955,1.157,,,1.1261,1.1276,1.1627,1.1736,1.2646,1.2138,1.1401,1.1936,1.1882,1.2061,1.3256,1.1498
Information Communication Technology,Rajarata University of Sri Lanka,1.3107,1.3502,1.3068,1.4127,1.3376,1.331,1.3367,1.3445,1.3194,1.3066,,,,1.57,1.3882,1.315,1.3221,1.3189,1.3122,1.3078,1.4379,1.3071,1.3709,1.3521,1.3088
Information Communication Technology,"University of Vavuniya, Sri Lanka",0.9854,1.0245,0.9555,,1.1449,0.8833,,,,1.0004,0.8978,0.0818,0.2972,0.9907,0.9343,1.1777,1.2051,0.6515,1.1905,1.0293,0.7638,1.1965,0.9122,,1.0451
Information Communication Technology,Uva Wellassa University of Sri Lanka,1.4147,1.4119,1.4105,1.5035,1.4408,1.7087,1.4307,1.4384,1.4297,1.4288,1.5632,,,,,,1.4129,1.5468,1.4182,1.4514,1.4108,1.41,1.4946,1.4221,1.4437
Physical Science -Ict,University of Sri Jayewardenepura,0.9176,0.8691,0.9078,,0.8893,,0.9395,0.9424,0.9105,1.0134,,,,,,,,,0.8836,1.0603,,0.9198,,0.9089,0.907
Physical Science -Ict,University of Kelaniya,0.926,0.8422,0.7972,0.4372,0.8018,0.0151,0.9168,,0.712,0.6401,0.6618,-0.1301,,0.5541,0.6212,0.1741,0.2633,0.4267,0.7852,0.8135,0.4179,0.5944,0.7283,0.7444,0.8636
Translation Studies #,University of Kelaniya,1.372,1.2279,1.198,,1.2634,,1.2915,1.2041,,,,,,,,,,1.2241,1.3058,1.2412,1.3324,1.2416,,1.3583,1.3959
Translation Studies #,Sabaragamuwa University of Sri Lanka,0.7676,0.567,0.9386,,0.8231,,1.0317,1.1409,0.9601,,,,,,,,,0.5225,0.9968,0.962,,,1.116,1.1323,1.0273
Translation Studies #,University of Jaffna,0.1098,,0.8299,0.8113,0.904,,,,0.6805,0.8941,-0.28,0.9641,-0.4209,0.9894,1.2438,0.9227,0.9634,0.6866,0.4174,0.4202,,0.616,,0.4867,
Translation Studies #,"Eastern University, Sri Lanka",0.8267,-0.3431,0.7861,,0.904,-0.1345,,0.3782,,,,,,,0.8497,0.9823,0.9538,1.0111,0.7291,-0.1053,,1.1517,1.3857,0.917,
Film & Television Studies #,University of Kelaniya,0.9799,0.7529,1.0208,,1.1604,1.1774,0.9857,0.8999,1.1619,,,,,,,,,1.0509,0.8717,0.6686,1.1266,0.3026,0.4081,0.9576,1.0642
Project Management,"University of Vavuniya, Sri Lanka",1.3631,1.3685,1.3679,1.5094,1.4002,1.4973,1.374,1.393,1.3716,1.2332,1.3609,1.3038,1.2798,1.3852,1.5077,1.421,1.4708,1.4433,1.414,1.4154,1.4037,1.3633,1.4346,1.4524,1.3696
Teaching English As A Second Language (Tesl) *,University of Sri Jayewardenepura,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088,1.2088
Teaching English As A Second Language (Tesl) *,University of Kelaniya,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192
Visual Arts #,University of the Visual & Performing Arts,0.6674,1.1435,1.187,1.2883,1.1865,0.9725,1.0306,1.2621,0.6085,,,,,,-0.0377,,0.9581,1.224,1.1965,0.8605,0.9387,1.152,1.0195,0.7316,1.2302
Music #,University of the Visual & Performing Arts,0.9804,0.8063,0.8237,0.8448,0.9712,-0.2621,0.9834,1.0126,0.8176,,,,,,0.4285,,0.501,0.7899,0.9626,0.7793,1.0057,0.8345,1.0023,1.0344,0.9274
Dance #,University of the Visual & Performing Arts,0.7039,0.8383,0.8454,1.1424,0.9017,0.31,0.8711,0.9896,0.9404,,,,0.8886,0.6003,0.4192,,0.6909,0.9627,1.0828,0.9525,1.0136,0.998,0.7819,1.0993,1.1345
Drama & Theatre #,University of the Visual & Performing Arts,0.7306,0.7633,0.6205,1.0064,0.999,0.5024,0.985,0.9472,0.8565,,,,,,0.8105,,0.729,0.9725,0.8308,1.1101,0.9506,0.7956,0.4613,1.0153,0.9659
Art & Design #,Ramanathan Academy of Fine Arts,,0.5323,0.447,,0.5986,-0.5,,,,0.086,0.2238,0.3902,1.2842,0.6606,0.3569,0.4339,0.3706,0.9894,0.3935,-0.1035,1.2563,0.3278,,,0.2075
Music #,Ramanathan Academy of Fine Arts,0.1274,,0.3694,-0.0986,-0.2544,0.4427,0.0432,,,0.7097,0.6435,0.0528,0.3684,0.6787,0.5141,0.5656,-0.5389,1.2029,,,,-0.1501,0.4847,-0.1059,0.9671
Dance #,Ramanathan Academy of Fine Arts,-0.3151,-0.5365,,0.517,0.2144,0.2997,,,,0.1629,0.6556,0.4478,0.6592,,0.6721,0.5963,,,0.4074,,,,,0.8775,
Visual & Technological Arts #,Swami Vipulananda Institute of Aesthetic Studies,,,-0.1577,0.2516,-0.2574,0.1198,0.6624,0.396,,-0.0006,0.1943,0.6544,-0.2158,,0.4798,0.5391,0.5591,-0.114,,0.0719,-0.2575,0.7965,-0.0528,-0.3591,0.0188
Music #,Swami Vipulananda Institute of Aesthetic Studies,0.6899,-0.0104,0.7602,0.2683,-0.5642,0.3798,-0.0863,,,0.638,0.6404,0.513,0.9019,0.1485,0.6746,0.6801,-0.0204,0.3035,,,,0.5406,0.5738,0.9626,-0.3596
Dance #,Swami Vipulananda Institute of Aesthetic Studies,0.2975,,,-0.1268,-0.3218,-0.1752,,,,0.7692,0.7346,0.5045,0.4091,0.7708,0.6014,0.7407,0.3785,0.477,,,,-0.7936,,,0.579
Drama & Theatre #,Swami Vipulananda Institute of Aesthetic Studies,-0.5491,,,0.5769,-0.5927,0.3939,,,,0.9354,0.9455,0.99,0.7168,0.0428,0.9483,0.9496,0.8653,0.0708,,,,-0.0588,,0.7552,0.3389
Food Business Management [Commerce Stream],Sabaragamuwa University of Sri Lanka,1.3138,1.2549,1.3028,1.2285,1.2334,1.1872,1.3237,1.3225,1.2792,1.0479,1.0153,1.0954,1.0715,0.63,1.2965,0.9133,0.9932,1.1673,1.2486,1.1396,1.2035,1.3015,1.2911,1.2587,1.2521
